energy_keV,counts
1.020000000000000000e+02,0.000000000000000000e+00
1.040000000000000000e+02,1.435887159917669464e+00
1.060000000000000000e+02,2.359067520890278047e+00
1.080000000000000000e+02,1.859304294416233461e+00
1.100000000000000000e+02,2.228674250749236307e-01
1.120000000000000000e+02,0.000000000000000000e+00
1.140000000000000000e+02,0.000000000000000000e+00
1.160000000000000000e+02,2.674821853217679291e-02
1.180000000000000000e+02,2.841306998390166427e+00
1.200000000000000000e+02,5.486605946518437804e+00
1.220000000000000000e+02,6.314574253162632544e+00
1.240000000000000000e+02,4.691645828364571003e+00
1.260000000000000000e+02,1.621496231859865134e+00
1.280000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+02,0.000000000000000000e+00
1.320000000000000000e+02,0.000000000000000000e+00
1.340000000000000000e+02,1.444291383952105434e+00
1.360000000000000000e+02,5.195278015860623100e+00
1.380000000000000000e+02,8.467293400509646517e+00
1.400000000000000000e+02,9.720658082288466062e+00
1.420000000000000000e+02,8.401076482260521061e+00
1.440000000000000000e+02,5.367384957585500160e+00
1.460000000000000000e+02,2.208688126833081355e+00
1.480000000000000000e+02,1.540932678020965341e-01
1.500000000000000000e+02,0.000000000000000000e+00
1.520000000000000000e+02,1.173569437066959154e-01
1.540000000000000000e+02,1.156110894727845562e+00
1.560000000000000000e+02,2.077210090608886617e+00
1.580000000000000000e+02,2.617952664985736533e+00
1.600000000000000000e+02,2.938933358417131103e+00
1.620000000000000000e+02,3.353556869751642466e+00
1.640000000000000000e+02,3.963512240466954495e+00
1.660000000000000000e+02,4.644092632776590790e+00
1.680000000000000000e+02,5.363000941977162483e+00
1.700000000000000000e+02,6.388413006502858593e+00
1.720000000000000000e+02,8.124622586267022939e+00
1.740000000000000000e+02,1.073917369420624368e+01
1.760000000000000000e+02,1.393254888051488649e+01
1.780000000000000000e+02,1.715242744284675780e+01
1.800000000000000000e+02,1.995936966394127410e+01
1.820000000000000000e+02,2.192187098730872208e+01
1.840000000000000000e+02,2.233409492654143946e+01
1.860000000000000000e+02,2.066493456328183242e+01
1.880000000000000000e+02,1.741364868941134603e+01
1.900000000000000000e+02,1.400117727200127149e+01
1.920000000000000000e+02,1.157899314799460910e+01
1.940000000000000000e+02,1.035082652096370737e+01
1.960000000000000000e+02,1.019316738448398496e+01
1.980000000000000000e+02,1.139717155463651466e+01
2.000000000000000000e+02,1.433849626171813441e+01
2.020000000000000000e+02,1.866566017518752574e+01
2.040000000000000000e+02,2.337002048382535691e+01
2.060000000000000000e+02,2.767760366969979202e+01
2.080000000000000000e+02,3.137323771810275730e+01
2.100000000000000000e+02,3.409556010766628731e+01
2.120000000000000000e+02,3.485054202616460373e+01
2.140000000000000000e+02,3.270645198082750937e+01
2.160000000000000000e+02,2.783130870679653412e+01
2.180000000000000000e+02,2.153982066087147018e+01
2.200000000000000000e+02,1.539771029512382938e+01
2.220000000000000000e+02,1.039603904129410239e+01
2.240000000000000000e+02,6.778080374314782830e+00
2.260000000000000000e+02,4.376193323178512173e+00
2.280000000000000000e+02,2.972255106760769650e+00
2.300000000000000000e+02,2.357386982778365336e+00
2.320000000000000000e+02,2.218764001656566620e+00
2.340000000000000000e+02,2.164609230382950500e+00
2.360000000000000000e+02,1.895164231059908388e+00
2.380000000000000000e+02,1.352071800853067884e+00
2.400000000000000000e+02,7.641053195924598640e-01
2.420000000000000000e+02,4.531516749174642200e-01
2.440000000000000000e+02,4.764378986175756836e-01
2.460000000000000000e+02,5.241263053296307817e-01
2.480000000000000000e+02,2.492473707113163073e-01
2.500000000000000000e+02,0.000000000000000000e+00
2.520000000000000000e+02,0.000000000000000000e+00
2.540000000000000000e+02,0.000000000000000000e+00
2.560000000000000000e+02,0.000000000000000000e+00
2.580000000000000000e+02,7.829556221402711458e-01
2.600000000000000000e+02,1.690308222502004298e+00
2.620000000000000000e+02,1.783194439294582878e+00
2.640000000000000000e+02,1.090462109058492501e+00
2.660000000000000000e+02,1.505770751463586521e-01
2.680000000000000000e+02,0.000000000000000000e+00
2.700000000000000000e+02,0.000000000000000000e+00
2.720000000000000000e+02,0.000000000000000000e+00
2.740000000000000000e+02,0.000000000000000000e+00
2.760000000000000000e+02,0.000000000000000000e+00
2.780000000000000000e+02,0.000000000000000000e+00
2.800000000000000000e+02,0.000000000000000000e+00
2.820000000000000000e+02,9.485407542605770459e-01
2.840000000000000000e+02,2.248814995981597065e+00
2.860000000000000000e+02,3.148128257829952759e+00
2.880000000000000000e+02,3.356977682534555640e+00
2.900000000000000000e+02,2.995187558164779773e+00
2.920000000000000000e+02,2.357617333029402573e+00
2.940000000000000000e+02,1.603584735632125557e+00
2.960000000000000000e+02,7.970995087297225723e-01
2.980000000000000000e+02,1.303415106306005100e-01
3.000000000000000000e+02,0.000000000000000000e+00
3.020000000000000000e+02,6.076027711526421626e-01
3.040000000000000000e+02,2.028477340995401335e+00
3.060000000000000000e+02,3.728495785281978669e+00
3.080000000000000000e+02,5.117145293419589791e+00
3.100000000000000000e+02,5.987485881351304329e+00
3.120000000000000000e+02,6.515848174804688142e+00
3.140000000000000000e+02,6.896173461316948305e+00
3.160000000000000000e+02,7.185020361099304864e+00
3.180000000000000000e+02,7.334185721749570064e+00
3.200000000000000000e+02,7.086493282770611302e+00
3.220000000000000000e+02,6.026585412007868570e+00
3.240000000000000000e+02,4.104218831824823610e+00
3.260000000000000000e+02,2.006791661104664115e+00
3.280000000000000000e+02,7.036415765140375811e-01
3.300000000000000000e+02,6.309666974659720040e-01
3.320000000000000000e+02,1.459253811272049006e+00
3.340000000000000000e+02,2.538953608986595611e+00
3.360000000000000000e+02,3.393486214964276826e+00
3.380000000000000000e+02,3.861348037134284539e+00
3.400000000000000000e+02,4.009535563384424961e+00
3.420000000000000000e+02,4.044481572094127841e+00
3.440000000000000000e+02,4.210640814700546741e+00
3.460000000000000000e+02,4.552536115788349491e+00
3.480000000000000000e+02,4.761115623982611567e+00
3.500000000000000000e+02,4.442491086372321263e+00
3.520000000000000000e+02,3.601257332911970366e+00
3.540000000000000000e+02,2.766870806764785584e+00
3.560000000000000000e+02,2.600461905172018362e+00
3.580000000000000000e+02,3.341388653867944925e+00
3.600000000000000000e+02,4.547716301786792314e+00
3.620000000000000000e+02,5.407778377587113994e+00
3.640000000000000000e+02,5.478056425508384564e+00
3.660000000000000000e+02,5.090802392754049777e+00
3.680000000000000000e+02,4.912954213271248705e+00
3.700000000000000000e+02,5.206463474514158918e+00
3.720000000000000000e+02,5.677911306336710595e+00
3.740000000000000000e+02,5.904004895567489086e+00
3.760000000000000000e+02,5.706930060598260468e+00
3.780000000000000000e+02,5.167579421710570386e+00
3.800000000000000000e+02,4.424936685760293642e+00
3.820000000000000000e+02,3.543213469070444432e+00
3.840000000000000000e+02,2.608399498761450275e+00
3.860000000000000000e+02,1.864235649067026657e+00
3.880000000000000000e+02,1.543842589636227558e+00
3.900000000000000000e+02,1.552326600890808095e+00
3.920000000000000000e+02,1.547963086724678305e+00
3.940000000000000000e+02,1.412952072036581797e+00
3.960000000000000000e+02,1.446234387333202420e+00
3.980000000000000000e+02,1.986886085686165870e+00
4.000000000000000000e+02,2.978202449153737774e+00
4.020000000000000000e+02,3.970213198007318312e+00
4.040000000000000000e+02,4.503901784237694272e+00
4.060000000000000000e+02,4.524381442641001172e+00
4.080000000000000000e+02,4.475980422041494933e+00
4.100000000000000000e+02,4.925008226207953754e+00
4.120000000000000000e+02,6.030675671118927994e+00
4.140000000000000000e+02,7.427928171830924242e+00
4.160000000000000000e+02,8.572775823292708708e+00
4.180000000000000000e+02,9.080684671043854905e+00
4.200000000000000000e+02,8.791987678350420055e+00
4.220000000000000000e+02,7.746448604329998489e+00
4.240000000000000000e+02,6.229519954500631229e+00
4.260000000000000000e+02,4.742871058460121247e+00
4.280000000000000000e+02,3.778670075426742159e+00
4.300000000000000000e+02,3.578842966010242321e+00
4.320000000000000000e+02,4.095591248778330140e+00
4.340000000000000000e+02,5.095648108816103417e+00
4.360000000000000000e+02,6.229599581690845156e+00
4.380000000000000000e+02,7.098565003952316488e+00
4.400000000000000000e+02,7.439979776987215132e+00
4.420000000000000000e+02,7.309358905011592356e+00
4.440000000000000000e+02,6.980926584707091820e+00
4.460000000000000000e+02,6.629119300332682485e+00
4.480000000000000000e+02,6.199970824894865729e+00
4.500000000000000000e+02,5.632417032741784624e+00
4.520000000000000000e+02,5.075967986444076985e+00
4.540000000000000000e+02,4.780128708699269424e+00
4.560000000000000000e+02,4.793595913675385844e+00
4.580000000000000000e+02,4.862081682298516228e+00
4.600000000000000000e+02,4.660584613163933909e+00
4.620000000000000000e+02,4.087270251729243853e+00
4.640000000000000000e+02,3.340210362552301859e+00
4.660000000000000000e+02,2.784501626074138869e+00
4.680000000000000000e+02,2.701926480429587940e+00
4.700000000000000000e+02,3.021828776005094142e+00
4.720000000000000000e+02,3.299798428992648525e+00
4.740000000000000000e+02,3.112325539745430802e+00
4.760000000000000000e+02,2.478718532280840492e+00
4.780000000000000000e+02,1.793942180015889676e+00
4.800000000000000000e+02,1.376927978239049111e+00
4.820000000000000000e+02,1.193954626447396805e+00
4.840000000000000000e+02,1.026176015058975821e+00
4.860000000000000000e+02,8.284621319409950502e-01
4.880000000000000000e+02,8.698983666843673745e-01
4.900000000000000000e+02,1.483047511060028967e+00
4.920000000000000000e+02,2.687706805424934231e+00
4.940000000000000000e+02,4.121391985496817512e+00
4.960000000000000000e+02,5.317727297901626571e+00
4.980000000000000000e+02,5.967791486359171671e+00
5.000000000000000000e+02,5.977201935433630098e+00
5.020000000000000000e+02,5.451950800337503011e+00
5.040000000000000000e+02,4.692089944332359153e+00
5.060000000000000000e+02,4.071793890671401073e+00
5.080000000000000000e+02,3.783328509466841183e+00
5.100000000000000000e+02,3.687009893717714704e+00
5.120000000000000000e+02,3.480545938674310946e+00
5.140000000000000000e+02,3.051724488668881463e+00
5.160000000000000000e+02,2.603195488939739732e+00
5.180000000000000000e+02,2.374353555820242434e+00
5.200000000000000000e+02,2.310251282717352694e+00
5.220000000000000000e+02,2.105788324082251251e+00
5.240000000000000000e+02,1.561197191770620663e+00
5.260000000000000000e+02,7.937331405738170531e-01
5.280000000000000000e+02,9.445239942645500264e-02
5.300000000000000000e+02,0.000000000000000000e+00
5.320000000000000000e+02,0.000000000000000000e+00
5.340000000000000000e+02,0.000000000000000000e+00
5.360000000000000000e+02,6.227465557726219458e-02
5.380000000000000000e+02,1.721107335144438366e-01
5.400000000000000000e+02,1.616726747786678686e-01
5.420000000000000000e+02,1.484221752298466868e-01
5.440000000000000000e+02,1.541981592837302628e-01
5.460000000000000000e+02,6.771582060929759450e-02
5.480000000000000000e+02,0.000000000000000000e+00
5.500000000000000000e+02,0.000000000000000000e+00
5.520000000000000000e+02,0.000000000000000000e+00
5.540000000000000000e+02,0.000000000000000000e+00
5.560000000000000000e+02,0.000000000000000000e+00
5.580000000000000000e+02,2.114820958157004327e-01
5.600000000000000000e+02,7.263830270531173028e-01
5.620000000000000000e+02,1.203052946819219926e+00
5.640000000000000000e+02,1.392261625752144738e+00
5.660000000000000000e+02,1.228017636581288485e+00
5.680000000000000000e+02,9.230805218873943119e-01
5.700000000000000000e+02,7.270683044128727346e-01
5.720000000000000000e+02,6.737702434861123635e-01
5.740000000000000000e+02,6.244972099040353442e-01
5.760000000000000000e+02,4.647283992905482108e-01
5.780000000000000000e+02,1.946827140119395949e-01
5.800000000000000000e+02,0.000000000000000000e+00
5.820000000000000000e+02,0.000000000000000000e+00
5.840000000000000000e+02,0.000000000000000000e+00
5.860000000000000000e+02,0.000000000000000000e+00
5.880000000000000000e+02,0.000000000000000000e+00
5.900000000000000000e+02,0.000000000000000000e+00
5.920000000000000000e+02,0.000000000000000000e+00
5.940000000000000000e+02,0.000000000000000000e+00
5.960000000000000000e+02,0.000000000000000000e+00
5.980000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+02,0.000000000000000000e+00
6.020000000000000000e+02,0.000000000000000000e+00
6.040000000000000000e+02,0.000000000000000000e+00
6.060000000000000000e+02,0.000000000000000000e+00
6.080000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+02,0.000000000000000000e+00
6.120000000000000000e+02,0.000000000000000000e+00
6.140000000000000000e+02,0.000000000000000000e+00
6.160000000000000000e+02,0.000000000000000000e+00
6.180000000000000000e+02,0.000000000000000000e+00
6.200000000000000000e+02,0.000000000000000000e+00
6.220000000000000000e+02,0.000000000000000000e+00
6.240000000000000000e+02,0.000000000000000000e+00
6.260000000000000000e+02,0.000000000000000000e+00
6.280000000000000000e+02,1.561777111135555174e+00
6.300000000000000000e+02,3.962055558035762814e+00
6.320000000000000000e+02,7.194855828818251808e+00
6.340000000000000000e+02,1.157800469270164356e+01
6.360000000000000000e+02,1.756375664305751627e+01
6.380000000000000000e+02,2.574242535944996746e+01
6.400000000000000000e+02,3.665958782293434126e+01
6.420000000000000000e+02,5.042790189074153773e+01
6.440000000000000000e+02,6.656812251333263930e+01
6.460000000000000000e+02,8.442482478703269067e+01
6.480000000000000000e+02,1.035510359445364514e+02
6.500000000000000000e+02,1.233814062670756613e+02
6.520000000000000000e+02,1.427892559222116802e+02
6.540000000000000000e+02,1.604888538323072567e+02
6.560000000000000000e+02,1.757931023765703742e+02
6.580000000000000000e+02,1.884307404658192695e+02
6.600000000000000000e+02,1.976233643227958510e+02
6.620000000000000000e+02,2.019146622066862449e+02
6.640000000000000000e+02,2.001115173161717564e+02
6.660000000000000000e+02,1.921360761825115162e+02
6.680000000000000000e+02,1.789051115809728856e+02
6.700000000000000000e+02,1.616566899266381938e+02
6.720000000000000000e+02,1.416188335076579108e+02
6.740000000000000000e+02,1.201753499495787025e+02
6.760000000000000000e+02,9.893078522337221159e+01
6.780000000000000000e+02,7.937328452073347762e+01
6.800000000000000000e+02,6.244145770308873011e+01
6.820000000000000000e+02,4.831390333174017826e+01
6.840000000000000000e+02,3.653970228653177799e+01
6.860000000000000000e+02,2.653147194964408584e+01
6.880000000000000000e+02,1.810358334002036429e+01
6.900000000000000000e+02,1.154124412994047866e+01
6.920000000000000000e+02,7.186944088706768596e+00
6.940000000000000000e+02,5.062319380232866095e+00
6.960000000000000000e+02,4.884110484878355862e+00
6.980000000000000000e+02,6.328516421749046827e+00
7.000000000000000000e+02,9.255427706872039195e+00
7.020000000000000000e+02,1.374988556847780785e+01
7.040000000000000000e+02,1.994858045959811221e+01
7.060000000000000000e+02,2.777414339317888192e+01
7.080000000000000000e+02,3.680333450373996840e+01
7.100000000000000000e+02,4.636937457644245342e+01
7.120000000000000000e+02,5.572320640541899195e+01
7.140000000000000000e+02,6.406564970149270266e+01
7.160000000000000000e+02,7.055601883840408561e+01
7.180000000000000000e+02,7.456806452384697081e+01
7.200000000000000000e+02,7.612154301824787694e+01
7.220000000000000000e+02,7.596867913495425739e+01
7.240000000000000000e+02,7.503092330729477055e+01
7.260000000000000000e+02,7.364099707461831201e+01
7.280000000000000000e+02,7.134104329076498630e+01
7.300000000000000000e+02,6.740359141825219069e+01
7.320000000000000000e+02,6.151710587754798354e+01
7.340000000000000000e+02,5.405200773778092582e+01
7.360000000000000000e+02,4.585056591914945301e+01
7.380000000000000000e+02,3.783210812992426497e+01
7.400000000000000000e+02,3.065430822389601317e+01
7.420000000000000000e+02,2.458386727874781741e+01
7.440000000000000000e+02,1.957569135230087909e+01
7.460000000000000000e+02,1.539967573946443835e+01
7.480000000000000000e+02,1.175299488853691798e+01
7.500000000000000000e+02,8.429629567972298787e+00
7.520000000000000000e+02,5.453187543508628110e+00
7.540000000000000000e+02,2.995032013315231723e+00
7.560000000000000000e+02,1.165013766666099571e+00
7.580000000000000000e+02,0.000000000000000000e+00
7.600000000000000000e+02,0.000000000000000000e+00
7.620000000000000000e+02,0.000000000000000000e+00
7.640000000000000000e+02,0.000000000000000000e+00
7.660000000000000000e+02,0.000000000000000000e+00
7.680000000000000000e+02,0.000000000000000000e+00
7.700000000000000000e+02,0.000000000000000000e+00
7.720000000000000000e+02,0.000000000000000000e+00
7.740000000000000000e+02,0.000000000000000000e+00
7.760000000000000000e+02,0.000000000000000000e+00
7.780000000000000000e+02,0.000000000000000000e+00
7.800000000000000000e+02,0.000000000000000000e+00
7.820000000000000000e+02,0.000000000000000000e+00
7.840000000000000000e+02,0.000000000000000000e+00
7.860000000000000000e+02,0.000000000000000000e+00
7.880000000000000000e+02,0.000000000000000000e+00
7.900000000000000000e+02,0.000000000000000000e+00
7.920000000000000000e+02,0.000000000000000000e+00
7.940000000000000000e+02,0.000000000000000000e+00
7.960000000000000000e+02,0.000000000000000000e+00
7.980000000000000000e+02,2.746431924225971599e-01
8.000000000000000000e+02,5.073011208010038686e-01
8.020000000000000000e+02,5.870110795769827305e-01
8.040000000000000000e+02,5.244251064583451694e-01
8.060000000000000000e+02,3.704622062492815004e-01
8.080000000000000000e+02,2.337562861269386616e-01
8.100000000000000000e+02,2.236009648271854999e-01
8.120000000000000000e+02,3.423332323440737568e-01
8.140000000000000000e+02,4.298733724141703405e-01
8.160000000000000000e+02,2.718146395879159627e-01
8.180000000000000000e+02,0.000000000000000000e+00
8.200000000000000000e+02,0.000000000000000000e+00
8.220000000000000000e+02,0.000000000000000000e+00
8.240000000000000000e+02,0.000000000000000000e+00
8.260000000000000000e+02,0.000000000000000000e+00
8.280000000000000000e+02,1.593476392686801191e-01
8.300000000000000000e+02,6.405872556227256709e-01
8.320000000000000000e+02,9.674370454152212417e-01
8.340000000000000000e+02,1.179678855155945172e+00
8.360000000000000000e+02,1.405980155220046157e+00
8.380000000000000000e+02,1.782343072441234355e+00
8.400000000000000000e+02,2.412519545433954526e+00
8.420000000000000000e+02,3.388942172102395567e+00
8.440000000000000000e+02,4.767295873479621804e+00
8.460000000000000000e+02,6.475840954009234096e+00
8.480000000000000000e+02,8.338100546281015824e+00
8.500000000000000000e+02,1.028845694434020608e+01
8.520000000000000000e+02,1.251853325258701588e+01
8.540000000000000000e+02,1.529531054480596808e+01
8.560000000000000000e+02,1.865398899153344203e+01
8.580000000000000000e+02,2.235995530339580384e+01
8.600000000000000000e+02,2.610480923870651537e+01
8.620000000000000000e+02,2.963125454564724848e+01
8.640000000000000000e+02,3.273943022631951294e+01
8.660000000000000000e+02,3.528968841520072885e+01
8.680000000000000000e+02,3.715552544271008628e+01
8.700000000000000000e+02,3.813583708178352794e+01
8.720000000000000000e+02,3.803183874591761793e+01
8.740000000000000000e+02,3.692253460827959088e+01
8.760000000000000000e+02,3.526886764730306112e+01
8.780000000000000000e+02,3.359497124526075140e+01
8.800000000000000000e+02,3.211121756387136372e+01
8.820000000000000000e+02,3.072333504113614566e+01
8.840000000000000000e+02,2.922370567596108160e+01
8.860000000000000000e+02,2.730576716579125218e+01
8.880000000000000000e+02,2.460342058071055504e+01
8.900000000000000000e+02,2.100972173890024663e+01
8.920000000000000000e+02,1.692484839465122803e+01
8.940000000000000000e+02,1.304495760423221284e+01
8.960000000000000000e+02,9.926739588857731889e+00
8.980000000000000000e+02,7.750627798193139739e+00
9.000000000000000000e+02,6.338371962132842263e+00
9.020000000000000000e+02,5.322858826400884702e+00
9.040000000000000000e+02,4.380104882696602253e+00
9.060000000000000000e+02,3.375135246280519752e+00
9.080000000000000000e+02,2.349009082110264934e+00
9.100000000000000000e+02,1.433793335736998742e+00
9.120000000000000000e+02,7.647233355770080010e-01
9.140000000000000000e+02,4.073010413572126787e-01
9.160000000000000000e+02,3.431266108483779220e-01
9.180000000000000000e+02,5.120406419444223367e-01
9.200000000000000000e+02,8.205913883077133875e-01
9.220000000000000000e+02,1.124662151431535140e+00
9.240000000000000000e+02,1.290455139865919421e+00
9.260000000000000000e+02,1.313776139995915138e+00
9.280000000000000000e+02,1.345015485389246646e+00
9.300000000000000000e+02,1.564341497811361226e+00
9.320000000000000000e+02,2.026799063651233190e+00
9.340000000000000000e+02,2.604554331777569232e+00
9.360000000000000000e+02,3.039672225648385240e+00
9.380000000000000000e+02,3.073768218274801622e+00
9.400000000000000000e+02,2.601532147129376416e+00
9.420000000000000000e+02,1.743108437668072774e+00
9.440000000000000000e+02,7.721245370508933448e-01
9.460000000000000000e+02,0.000000000000000000e+00
9.480000000000000000e+02,0.000000000000000000e+00
9.500000000000000000e+02,0.000000000000000000e+00
9.520000000000000000e+02,7.608079183013582991e-02
9.540000000000000000e+02,8.240823853303784752e-01
9.560000000000000000e+02,1.601920578105914039e+00
9.580000000000000000e+02,2.175367896491555708e+00
9.600000000000000000e+02,2.467614636733924449e+00
9.620000000000000000e+02,2.629445825327175523e+00
9.640000000000000000e+02,2.957551400187265145e+00
9.660000000000000000e+02,3.723854830172212971e+00
9.680000000000000000e+02,5.033503412688186351e+00
9.700000000000000000e+02,6.789932839576865220e+00
9.720000000000000000e+02,8.778094919000594132e+00
9.740000000000000000e+02,1.082755093435591043e+01
9.760000000000000000e+02,1.296323243918922152e+01
9.780000000000000000e+02,1.538558677129210750e+01
9.800000000000000000e+02,1.819458050027877505e+01
9.820000000000000000e+02,2.114976387697844018e+01
9.840000000000000000e+02,2.383709094059785372e+01
9.860000000000000000e+02,2.605822241788152382e+01
9.880000000000000000e+02,2.792162961968866597e+01
9.900000000000000000e+02,2.957062365908440427e+01
9.920000000000000000e+02,3.095015496605837768e+01
9.940000000000000000e+02,3.189305623526025002e+01
9.960000000000000000e+02,3.236958328229214743e+01
9.980000000000000000e+02,3.254940640106889305e+01
1.000000000000000000e+03,3.257296347945354853e+01
1.002000000000000000e+03,3.229955337924133829e+01
1.004000000000000000e+03,3.135890975244940648e+01
1.006000000000000000e+03,2.945490494152296179e+01
1.008000000000000000e+03,2.655597998826921113e+01
1.010000000000000000e+03,2.286582231470430315e+01
1.012000000000000000e+03,1.877969339673218840e+01
1.014000000000000000e+03,1.484883915597414017e+01
1.016000000000000000e+03,1.157769993218367688e+01
1.018000000000000000e+03,9.162252512932024473e+00
1.020000000000000000e+03,7.453835387263792356e+00
1.022000000000000000e+03,6.145556645904596493e+00
1.024000000000000000e+03,4.971818689501695587e+00
1.026000000000000000e+03,3.818233293044716259e+00
1.028000000000000000e+03,2.729554093734262832e+00
1.030000000000000000e+03,1.826095101794855680e+00
1.032000000000000000e+03,1.198545083590800475e+00
1.034000000000000000e+03,8.476266228113864543e-01
1.036000000000000000e+03,6.891551588229445358e-01
1.038000000000000000e+03,6.097495657543323677e-01
1.040000000000000000e+03,5.388634784246080223e-01
1.042000000000000000e+03,4.783227023800014077e-01
1.044000000000000000e+03,4.563752581811950648e-01
1.046000000000000000e+03,4.547870776599820530e-01
1.048000000000000000e+03,4.039978681297879959e-01
1.050000000000000000e+03,2.706863499022278408e-01
1.052000000000000000e+03,1.211424096933679806e-01
1.054000000000000000e+03,5.935858226050960695e-02
1.056000000000000000e+03,1.140670649917840951e-01
1.058000000000000000e+03,2.116577961134924468e-01
1.060000000000000000e+03,2.516269382572693392e-01
1.062000000000000000e+03,1.992342215362585822e-01
1.064000000000000000e+03,1.063168202247786187e-01
1.066000000000000000e+03,3.871369080537157004e-02
1.068000000000000000e+03,0.000000000000000000e+00
1.070000000000000000e+03,0.000000000000000000e+00
1.072000000000000000e+03,0.000000000000000000e+00
1.074000000000000000e+03,0.000000000000000000e+00
1.076000000000000000e+03,0.000000000000000000e+00
1.078000000000000000e+03,0.000000000000000000e+00
1.080000000000000000e+03,0.000000000000000000e+00
1.082000000000000000e+03,0.000000000000000000e+00
1.084000000000000000e+03,0.000000000000000000e+00
1.086000000000000000e+03,0.000000000000000000e+00
1.088000000000000000e+03,0.000000000000000000e+00
1.090000000000000000e+03,0.000000000000000000e+00
1.092000000000000000e+03,0.000000000000000000e+00
1.094000000000000000e+03,0.000000000000000000e+00
1.096000000000000000e+03,0.000000000000000000e+00
1.098000000000000000e+03,0.000000000000000000e+00
1.100000000000000000e+03,0.000000000000000000e+00
1.102000000000000000e+03,0.000000000000000000e+00
1.104000000000000000e+03,0.000000000000000000e+00
1.106000000000000000e+03,0.000000000000000000e+00
1.108000000000000000e+03,0.000000000000000000e+00
1.110000000000000000e+03,0.000000000000000000e+00
1.112000000000000000e+03,1.644744567485161291e-01
1.114000000000000000e+03,2.431935880654298998e-01
1.116000000000000000e+03,6.431861252141501950e-02
1.118000000000000000e+03,0.000000000000000000e+00
1.120000000000000000e+03,0.000000000000000000e+00
1.122000000000000000e+03,0.000000000000000000e+00
1.124000000000000000e+03,0.000000000000000000e+00
1.126000000000000000e+03,0.000000000000000000e+00
1.128000000000000000e+03,7.662717873127027346e-01
1.130000000000000000e+03,2.109188067936551114e+00
1.132000000000000000e+03,3.749595167005266738e+00
1.134000000000000000e+03,5.530297942409253764e+00
1.136000000000000000e+03,7.354822753285716885e+00
1.138000000000000000e+03,9.268538610474017503e+00
1.140000000000000000e+03,1.147271582275984159e+01
1.142000000000000000e+03,1.428301052760180667e+01
1.144000000000000000e+03,1.796714971535219263e+01
1.146000000000000000e+03,2.251733673000664737e+01
1.148000000000000000e+03,2.763522216846518020e+01
1.150000000000000000e+03,3.302353078228019001e+01
1.152000000000000000e+03,3.864316739134024914e+01
1.154000000000000000e+03,4.461644073902901653e+01
1.156000000000000000e+03,5.092783839396331302e+01
1.158000000000000000e+03,5.730402513190546188e+01
1.160000000000000000e+03,6.342876475081361320e+01
1.162000000000000000e+03,6.921400403798011780e+01
